country;country isocode;year;DD regime;DD category;Democracy;Presidential;countrycode;No. of chambers in parliament;proportional voting;Election system;No. of members in lower house;No. of members in upper house;No. of members in third house;New constitution;fullsuffrage;Suffrage restriction;electoral;Details;;;Self-governing
Curacao;CUW;2017;;Constituent Country of the Netherlands;1;0;50;1;1;Hagenbasch-Bischoff;21;;;0;1;;3;Estates of the Netherlands Antilles: all elected;;;1
Curacao;CUW;2018;;Constituent Country of the Netherlands;1;0;50;1;1;Hagenbasch-Bischoff;21;;;0;1;;3;Estates of the Netherlands Antilles: all elected;;;1
Curacao;CUW;2019;;Constituent Country of the Netherlands;1;;;;;;;;;;1;;3;;;;
Curacao;CUW;2020;;Constituent Country of the Netherlands;1;;;;;;;;;;1;;3;;;;
Cyprus;CYP;1950;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1951;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1952;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1953;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1954;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1955;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1956;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1957;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1958;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1959;;Crown Colony;0;0;51;;;;;;;0;0;Male vote only, religious stratification;0;;;;0
Cyprus;CYP;1960;;Crown Colony;0;0;51;;;;;;;1;1;;2;;;;0
Cyprus;CYP;1961;3;Civilian dictatorship;0;1;51;2;1;List PR;50;26;;0;1;;2;;;;
Cyprus;CYP;1962;3;Civilian dictatorship;0;1;51;2;1;List PR;50;26;;0;1;;2;;;;
Cyprus;CYP;1963;3;Civilian dictatorship;0;1;51;2;1;List PR;50;26;;0;1;;2;;;;
Cyprus;CYP;1964;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1965;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1966;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1967;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1968;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1969;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1970;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1971;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1972;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1973;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1974;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1975;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1976;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1977;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1978;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1979;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1980;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1981;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1982;3;Civilian dictatorship;0;1;51;1;1;List PR;35;;;0;1;;2;;;;
Cyprus;CYP;1983;2;Presidential democracy;1;1;51;1;1;List PR;35;;;0;1;;3;;;;
Cyprus;CYP;1984;2;Presidential democracy;1;1;51;1;1;List PR;35;;;0;1;;3;;;;
Cyprus;CYP;1985;2;Presidential democracy;1;1;51;1;1;List PR;35;;;0;1;;3;;;;
Cyprus;CYP;1986;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1987;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1988;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1989;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1990;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1991;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1992;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1993;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1994;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1995;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1996;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1997;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1998;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;1999;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2000;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2001;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2002;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2003;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2004;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2005;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2006;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2007;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2008;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2009;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2010;2;Presidential democracy;1;1;51;1;1;List PR;56;;;0;1;;3;;;;
Cyprus;CYP;2011;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2012;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2013;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2014;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2015;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2016;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2017;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2018;2;Presidential democracy;1;1;51;1;1;List PR;59;;;0;1;;3;;;;
Cyprus;CYP;2019;2;Presidential democracy;1;;;;;;;;;;1;;3;;;;
Cyprus;CYP;2020;2;Presidential democracy;1;;;;;;;;;;1;;3;;;;
Czech Republic;CZE;1950;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1951;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1952;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1953;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1954;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1955;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;368;;;0;1;;1;;;;
Czech Republic;CZE;1956;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;368;;;0;1;;1;;;;
Czech Republic;CZE;1957;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;368;;;0;1;;1;;;;
Czech Republic;CZE;1958;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;368;;;0;1;;1;;;;
Czech Republic;CZE;1959;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;368;;;0;1;;1;;;;
Czech Republic;CZE;1960;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;1;1;;1;;;;
Czech Republic;CZE;1961;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1962;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1963;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1964;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1965;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1966;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1967;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1968;3;Civilian dictatorship;0;0;52;1;0;Single-member plurality;300;;;0;1;;1;;;;
Czech Republic;CZE;1969;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1970;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1971;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1972;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1973;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1974;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1975;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1976;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1977;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1978;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1979;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1980;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1981;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1982;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1983;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1984;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1985;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1986;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1987;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1988;3;Civilian dictatorship;0;0;52;2;0;Single-member plurality;200;150;;0;1;;1;;;;
Czech Republic;CZE;1989;0;Parliamentary democracy;1;0;52;2;0;Single-member plurality;200;150;;0;1;;3;;;;
Czech Republic;CZE;1990;0;Parliamentary democracy;1;0;52;2;0;List PR;150;150;;0;1;;3;;;;
Czech Republic;CZE;1991;0;Parliamentary democracy;1;0;52;2;0;List PR;150;150;;0;1;;3;;;;
Czech Republic;CZE;1992;0;Parliamentary democracy;1;0;52;2;0;List PR;150;150;;0;1;;3;;;;
Czech Republic;CZE;1993;0;Parliamentary democracy;1;0;52;1;1;d'Hondt;200;;;1;1;;3;;;;
Czech Republic;CZE;1994;0;Parliamentary democracy;1;0;52;1;1;d'Hondt;200;;;0;1;;3;;;;
Czech Republic;CZE;1995;0;Parliamentary democracy;1;0;52;1;1;d'Hondt;200;;;0;1;;3;;;;
Czech Republic;CZE;1996;0;Parliamentary democracy;1;0;52;1;1;d'Hondt;200;;;0;1;;3;;;;
Czech Republic;CZE;1997;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;1998;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;1999;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2000;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2001;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2002;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2003;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2004;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2005;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2006;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2007;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2008;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2009;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2010;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2011;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2012;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2013;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2014;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2015;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2016;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2017;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2018;0;Parliamentary democracy;1;0;52;2;1;d'Hondt;200;81;;0;1;;3;;;;
Czech Republic;CZE;2019;0;Parliamentary democracy;1;;;;;;;;;;1;;3;;;;
Czech Republic;CZE;2020;0;Parliamentary democracy;1;;;;;;;;;;1;;3;;;;
Denmark;DNK;1950;0;Parliamentary democracy;1;0;53;2;0;List PR;151;72;;0;1;;3;;;;
Denmark;DNK;1951;0;Parliamentary democracy;1;0;53;2;0;List PR;151;72;;0;1;;3;;;;
Denmark;DNK;1952;0;Parliamentary democracy;1;0;53;2;0;List PR;151;72;;0;1;;3;;;;
Denmark;DNK;1953;0;Parliamentary democracy;1;0;53;2;0;List PR;151;72;;0;1;;3;;;;
Denmark;DNK;1954;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;1;1;;3;;;;
Denmark;DNK;1955;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1956;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1957;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1958;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1959;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1960;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1961;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1962;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1963;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1964;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1965;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1966;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1967;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1968;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1969;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1970;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1971;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1972;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1973;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1974;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1975;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1976;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1977;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1978;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1979;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1980;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1981;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1982;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1983;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1984;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1985;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1986;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1987;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1988;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1989;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1990;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1991;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1992;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1993;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1994;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1995;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1996;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1997;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1998;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;1999;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2000;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2001;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2002;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2003;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2004;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2005;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2006;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2007;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2008;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2009;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2010;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2011;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2012;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2013;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2014;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2015;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2016;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2017;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2018;0;Parliamentary democracy;1;0;53;1;1;d'Hondt and Saint algue;179;;;0;1;;3;;;;
Denmark;DNK;2019;0;Parliamentary democracy;1;;;;;;;;;;1;;3;;;;
Denmark;DNK;2020;0;Parliamentary democracy;1;;;;;;;;;;1;;3;;;;
Djibouti;DJI;1950;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;30;;;0;0;;2;Representative Council: 10 nominated, 10 elected from first college, 10 from second;;;0
Djibouti;DJI;1951;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;35;;;0;0;;2;Representative Council: 10 nominated, 12 elected from first college, 13 from second;;;0
Djibouti;DJI;1952;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;35;;;0;0;;2;Representative Council: 10 nominated, 12 elected from first college, 13 from second;;;0
Djibouti;DJI;1953;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;35;;;0;0;;2;Representative Council: 10 nominated, 12 elected from first college, 13 from second;;;0
Djibouti;DJI;1954;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;35;;;0;0;;2;Representative Council: 10 nominated, 12 elected from first college, 13 from second;;;0
Djibouti;DJI;1955;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;35;;;0;0;;2;Representative Council: 10 nominated, 12 elected from first college, 13 from second;;;0
Djibouti;DJI;1956;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;35;;;0;0;;2;Representative Council: 10 nominated, 12 elected from first college, 13 from second;;;0
Djibouti;DJI;1957;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;30;;;0;1;;2;Assemblee Territorial: all elected;;;0
Djibouti;DJI;1958;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;30;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1959;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1960;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1961;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1962;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1963;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1964;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1965;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
Djibouti;DJI;1966;;French Overseas Territory (French Somaliland);0;0;54;1;1;PR;32;;;0;1;;2;Assemblee Territorial: all elected;;;1
