country;country isocode;year;DD regime;DD category;;Monarchy;Commonwealth;Monarch name;Monarch accession;Monarch birthyear;"Female monarch (0: No; 1: Yes)";Democracy;Presidential;President name;President accesion;President birthyear;Interim phase (more than 2 Presidents/year=1);"Female president (0: No; 1: Yes)";Colony;Colony of;Colony administrated by;Communist;Regime change lag;;;spatial democracy;;countrycode;;No. of chambers in parliament;proportional voting;Election system;No. of members in lower house;No. of members in upper house;No. of members in third house;New constitution;fullsuffrage;Suffrage restriction;electoral;;spatial electoral;;alternation;multiparty;free and fair election;;parliamentary election year;election month, year;postponed election;
Burkina Faso;BFA;2020;3;Civilian dictatorship;;0;0;;;;;0;1;Roch Marc Christian Kaboré;2015;1957;0;0;0;;;0;0;;;0,8;;30;;1;1;Closed list PR;127;;;0;1;;2;;2,8;;0;1;0;;0;;0;
Burundi;BDI;1950;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;;;;;;;;0;;;;0;;0;1;0;;0;;0;
Burundi;BDI;1951;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;;;;;;;;0;;;;0;;0;1;0;;0;;0;
Burundi;BDI;1952;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;;;;;;;;0;;;;0;;0;1;0;;0;;0;
Burundi;BDI;1953;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;;;;;;;;0;;0;;0;;0;1;0;;0;;0;
Burundi;BDI;1954;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;;;;;;;;0;;0;;0,666666667;;0;1;0;;0;;0;
Burundi;BDI;1955;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;31;;;0;0;Male vote only, ethnic stratification;0;;0,666666667;;0;1;0;;0;;0;
Burundi;BDI;1956;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;31;;;0;0;Male vote only, ethnic stratification;0;;0,666666667;;0;1;0;;0;;0;
Burundi;BDI;1957;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;31;;;0;0;Male vote only, ethnic stratification;0;;0,666666667;;0;1;0;;0;;0;
Burundi;BDI;1958;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;31;;;0;0;Male vote only, ethnic stratification;0;;0,666666667;;0;1;0;;0;;0;
Burundi;BDI;1959;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;31;;;0;0;Male vote only, ethnic stratification;0;;1,333333333;;0;1;0;;0;;0;
Burundi;BDI;1960;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;31;;;0;0;Male vote only, ethnic stratification;0;;2;;0;1;0;;0;;0;
Burundi;BDI;1961;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;31;;;0;0;Male vote only, ethnic stratification;0;;2;;0;0;0;;0;;0;
Burundi;BDI;1962;;Un Trust Territory (with Rwanda) administered by Belgium;;0;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;1;Belgium;;0;0;;;0;;31;;1;1;Some form of PR;64;;;1;1;;2;;1,666666667;;0;1;0;;1;September 1961;0;
Burundi;BDI;1963;5;Royal dictatorship;;1;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;0;;;0;0;;;0;;31;;1;1;Some form of PR;64;;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
Burundi;BDI;1964;5;Royal dictatorship;;1;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;0;;;0;0;;;0;;31;;1;1;Some form of PR;64;;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
Burundi;BDI;1965;5;Royal dictatorship;;1;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;0;;;0;0;;;0;;31;;2;1;Some form of PR;33;16;;0;1;;2;;1,333333333;;0;1;0;;1;May 1965;0;
Burundi;BDI;1966;5;Military dictatorship;;1;0;Mwambutsa IV Bangiriceng;1929;1912;0;0;0;;;;;;0;;;0;0;;;0;;31;;2;1;Some form of PR;33;16;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1967;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1968;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1969;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1970;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1971;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;1;;0;0;0;;0;;0;
Burundi;BDI;1972;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;1;;0;0;0;;0;;0;
Burundi;BDI;1973;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;1;;0;0;0;;0;;0;
Burundi;BDI;1974;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;1;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1975;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1976;4;Military dictatorship;;0;0;;;;;0;1;Michel Micombero;1966;1940;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1977;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1978;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1979;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1980;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1981;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;;;;;;;1;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1982;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;1;0;Party nominees;65;;;0;1;;0;;1;;0;0;0;;0;;0;
Burundi;BDI;1983;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;1;0;Party nominees;65;;;0;1;;1;;1;;0;0;0;;1;October 1982;0;
Burundi;BDI;1984;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;1;0;Party nominees;65;;;0;1;;1;;1;;0;0;0;;0;;0;
Burundi;BDI;1985;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;1;0;Party nominees;65;;;0;1;;1;;1;;0;0;0;;0;;0;
Burundi;BDI;1986;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;1;0;Party nominees;65;;;0;1;;1;;1;;0;0;0;;0;;0;
Burundi;BDI;1987;4;Military dictatorship;;0;0;;;;;0;1;Jean Baptiste Bagaza;1967;1946;0;0;0;;;0;0;;;0;;31;;1;0;Party nominees;65;;;0;1;;1;;1;;0;0;0;;0;;0;
Burundi;BDI;1988;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1987;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;1;;1;;0;0;0;;0;;0;
Burundi;BDI;1989;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1987;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;1;;0;0;0;;0;;0;
Burundi;BDI;1990;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1987;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;1;;0;0;0;;0;;0;
Burundi;BDI;1991;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1987;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1992;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1987;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;1;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1993;2;Presidential democracy;;0;0;;;;;1;1;Pierre Buyoya;1987;1949;1;0;0;;;0;1;;;0;;31;;1;1;List PR (small multi-party);81;;;0;1;;3;;0,666666667;;1;1;1;;1;June 1953;0;
Burundi;BDI;1994;2;Presidential democracy;;0;0;;;;;1;1;Sylvestre Ntibantunganya;1994;1956;1;0;0;;;0;0;;;0;;31;;1;1;List PR (small multi-party);81;;;0;1;;3;;0,333333333;;1;1;1;;0;;0;
Burundi;BDI;1995;2;Presidential democracy;;0;0;;;;;1;1;Sylvestre Ntibantunganya;1994;1956;0;0;0;;;0;0;;;0;;31;;1;1;List PR (small multi-party);81;;;0;1;;3;;0,333333333;;1;1;1;;0;;0;
Burundi;BDI;1996;2;Presidential democracy;;0;0;;;;;1;1;Sylvestre Ntibantunganya;1994;1956;0;0;0;;;0;1;;;0;;31;;1;1;List PR (small multi-party);81;;;0;1;;3;;0,666666667;;1;1;1;;0;;0;
Burundi;BDI;1997;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1997;1949;0;0;0;;;0;0;;;0;;31;;1;1;List PR (small multi-party);81;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1998;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1997;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;1;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;1999;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1997;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;2000;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1997;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;2001;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1997;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;2002;4;Military dictatorship;;0;0;;;;;0;1;Pierre Buyoya;1997;1949;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;2003;3;Civilian dictatorship;;0;0;;;;;0;1;Domitien Ndayizeye;2003;1953;0;0;0;;;0;0;;;0;;31;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Burundi;BDI;2004;3;Civilian dictatorship;;0;0;;;;;0;1;Domitien Ndayizeye;2003;1953;0;0;0;;;0;0;;;0;;31;;;;;;;;1;1;;0;;1,333333333;;0;0;0;;0;;0;
Burundi;BDI;2005;3;Civilian dictatorship;;0;0;;;;;0;1;Domitien Ndayizeye;2003;1953;0;0;0;;;0;1;;;0;;31;;;;;;;;1;1;;0;;1,333333333;;0;0;0;;0;;0;
Burundi;BDI;2006;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;49;;0;1;;3;;1,333333333;;1;1;1;;1;July 2005;0;
Burundi;BDI;2007;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;49;;0;1;;3;;2;;1;1;1;;0;;0;
Burundi;BDI;2008;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;49;;0;1;;3;;2;;1;1;1;;0;;0;
Burundi;BDI;2009;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;49;;0;1;;3;;2;;1;1;1;;0;;0;
Burundi;BDI;2010;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;49;;0;1;;3;;2;;1;1;1;;0;;0;
Burundi;BDI;2011;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;41;;0;1;;3;;2;;1;1;1;;1;July 2010;0;
Burundi;BDI;2012;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;41;;0;1;;3;;2;;1;1;1;;0;;0;
Burundi;BDI;2013;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;41;;0;1;;3;;2;;1;1;1;;0;;0;
Burundi;BDI;2014;2;Presidential democracy;;0;0;;;;;1;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;41;;0;1;;3;;2;;1;1;1;;0;;0;
Burundi;BDI;2015;3;Civilian dictatorship;;0;0;;;;;0;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;43;;0;1;;2;;2;;0;1;0;;1;June 2015;0;
Burundi;BDI;2016;3;Civilian dictatorship;;0;0;;;;;0;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;43;;0;1;;2;;2;;0;1;0;;0;;0;
Burundi;BDI;2017;3;Civilian dictatorship;;0;0;;;;;0;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;43;;0;1;;2;;2;;0;1;0;;0;;0;
Burundi;BDI;2018;3;Civilian dictatorship;;0;0;;;;;0;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;43;;0;1;;2;;2;;0;1;0;;0;;0;
Burundi;BDI;2019;3;Civilian dictatorship;;0;0;;;;;0;1;Pierre Nkurunziza;2005;1963;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;43;;0;1;;2;;2;;0;1;0;;0;;0;
Burundi;BDI;2020;4;Military dictatorship;;0;0;;;;;0;1;Evariste Ndayishimiye;2020;1968;0;0;0;;;0;0;;;0;;31;;2;1;List PR (small multi-party);121;43;;0;1;;2;;2;;0;1;0;;0;;0;
Cambodia;KHM;1950;5;Royal dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;75;;;0;0;Male vote only;2;;1;;0;1;0;;0;;0;
Cambodia;KHM;1951;5;Royal dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;0;Party list majority;75;;;0;0;Male vote only;2;;2,5;;0;1;0;;0;;0;
Cambodia;KHM;1952;5;Royal dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;0;Party list majority;78;;;0;0;Male vote only;2;;2;;0;1;0;;1;September 1951;0;
Cambodia;KHM;1953;5;Royal dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;0;Male vote only;0;;2,5;;0;0;0;;0;;0;
Cambodia;KHM;1954;5;Royal dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;0;Male vote only;0;;2,5;;0;0;0;;0;;0;
Cambodia;KHM;1955;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;0;Male vote only;0;;2,5;;0;0;0;;1;June 1955;0;
Cambodia;KHM;1956;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;0;Party list majority;91;;;0;1;;1;;2,5;;0;0;0;;0;;0;
Cambodia;KHM;1957;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;0;Party list majority;91;;;0;1;;1;;2,5;;0;0;0;;0;;0;
Cambodia;KHM;1958;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;0;Party list majority;61;;;0;1;;1;;2,5;;0;0;0;;1;March 1958;0;
Cambodia;KHM;1959;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;61;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1960;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;61;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1961;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;61;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1962;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;77;;;0;1;;1;;1;;0;0;0;;1;June 1962;0;
Cambodia;KHM;1963;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;77;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1964;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;77;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1965;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;77;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1966;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;1;;;0;;32;;2;0;Party list majority;77;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1967;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;82;;;0;1;;1;;1;;0;0;0;;1;September 1966;0;
Cambodia;KHM;1968;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;82;;;0;1;;1;;1;;0;0;0;;0;;0;
Cambodia;KHM;1969;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;82;;;0;1;;1;;2;;0;0;0;;0;;0;
Cambodia;KHM;1970;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;;;;;;;0;1;;0;;2;;0;0;0;;0;;0;
Cambodia;KHM;1971;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;;;;;;;0;1;;0;;2;;0;0;0;;0;;0;
Cambodia;KHM;1972;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;;;;;;;1;1;;1;;2;;0;0;0;;0;;0;
Cambodia;KHM;1973;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;126;40;;0;1;;1;;2;;0;0;0;;1;September 1972;0;
Cambodia;KHM;1974;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0;;32;;2;0;Party list majority;126;40;;0;1;;1;;2;;0;0;0;;0;;0;
Cambodia;KHM;1975;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;1;0;;;0,333333333;;32;;;;;;;;0;1;;1;;1,5;;0;0;0;;0;;0;
Cambodia;KHM;1976;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;1;0;;;0,333333333;;32;;1;0;Some form of FPTP;250;;;1;1;;1;;1,333333333;;0;0;0;;1;March 1976;0;
Cambodia;KHM;1977;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;1;0;;;0;;32;;1;0;Some form of FPTP;250;;;0;1;;1;;0,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1978;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;1;0;;;0;;32;;1;0;Some form of FPTP;250;;;0;1;;1;;0,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1979;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;1;0;;;0,333333333;;32;;1;0;Some form of FPTP;250;;;0;1;;1;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1980;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;1;0;;;0,333333333;;32;;1;0;Some form of FPTP;250;;;0;1;;1;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1981;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;1;0;;;0,333333333;;32;;1;0;Some form of FPTP;117;;;1;1;;1;;1,333333333;;0;0;0;;1;May 1981;0;
Cambodia;KHM;1982;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1983;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1984;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1985;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1986;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1987;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1988;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,333333333;;0;0;0;;0;;0;
Cambodia;KHM;1989;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;1;1;;0;;1,666666667;;0;0;0;;0;;0;
Cambodia;KHM;1990;4;Military dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,666666667;;0;0;0;;0;;0;
Cambodia;KHM;1991;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;1;;;0;;32;;;;;;;;0;1;;0;;0,666666667;;0;0;0;;0;;0;
Cambodia;KHM;1992;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;;;;;;;0;1;;0;;1,666666667;;0;0;0;;0;;0;
Cambodia;KHM;1993;3;Civilian dictatorship;;0;0;;;;;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;1;1;PR;120;;;1;1;;2;;1,666666667;;0;1;0;;1;May 1993;0;
Cambodia;KHM;1994;3;Civilian dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;1;1;PR;120;;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
Cambodia;KHM;1995;3;Civilian dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;1;1;PR;120;;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
Cambodia;KHM;1996;3;Civilian dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;1;1;PR;120;;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
Cambodia;KHM;1997;3;Civilian dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;1;1;PR;120;;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
Cambodia;KHM;1998;3;Civilian dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;1;PR;120;;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
Cambodia;KHM;1999;3;Civilian dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;1;PR;122;61;;0;1;;2;;1,666666667;;0;1;0;;1;July 1998;0;
Cambodia;KHM;2000;3;Civilian dictatorship;;1;0;Norodom Sihanouk;1941;1922;0;0;0;;;;;;0;;;0;0;;;0,333333333;;32;;2;1;PR;122;61;;0;1;;2;;1,666666667;;0;1;0;;0;;0;
